order_id,order_date,status,item_id,sku,qty_ordered,price,value,discount_amount,total,category,payment_method,bi_st,cust_id,year,month,Name Prefix,Gender,age,Customer Since,County,City,State,Zip,Region,Discount_Percent
100448727,01/03/2021,canceled,736590,MATTEL5A462528E403F,2,479.9,479.9,0,479.9,Mobiles & Tablets,Easypay,Gross,85339,2021,Mar-21,Ms.,F,25,12/07/2009,West Carroll,Kilbourne,LA,71253,South,0
100486151,24/04/2021,received,792805,MATINF5A01AA43D3364,2,24.9,24.9,0,24.9,Mobiles & Tablets,cod,Valid,85339,2021,Apr-21,Ms.,F,25,12/07/2009,West Carroll,Kilbourne,LA,71253,South,0
100486151,24/04/2021,received,792806,SADPEL5A9E7A19B04F6,2,22.95,22.95,0,22.95,School & Education,cod,Valid,85339,2021,Apr-21,Ms.,F,25,12/07/2009,West Carroll,Kilbourne,LA,71253,South,0
100486151,24/04/2021,received,792807,MEFSPO5A65CD0921C8B-L,2,179.9,179.9,0,179.9,Men's Fashion,cod,Valid,85339,2021,Apr-21,Ms.,F,25,12/07/2009,West Carroll,Kilbourne,LA,71253,South,0
100445597,16/02/2021,order_refunded,730968,MATTOO59D720BF3C585,2,119.8,119.8,0,119.8,Mobiles & Tablets,cod,Valid,85340,2021,Feb-21,Drs.,F,54,9/19/2015,Jefferson,De Soto,MO,63020,Midwest,0
100447420,26/02/2021,order_refunded,734132,MATTOO59D720BF3C585,2,119.8,119.8,20,99.8,Mobiles & Tablets,cod,Valid,85340,2021,Feb-21,Drs.,F,54,9/19/2015,Jefferson,De Soto,MO,63020,Midwest,16.69449082
100445603,16/02/2021,order_refunded,730977,MATSAM5A3777F5349BF,2,44.9,44.9,0,44.9,Mobiles & Tablets,cod,Valid,15249,2021,Feb-21,Mr.,M,56,12/06/2011,Litchfield,Terryville,CT,6786,Northeast,0
100445604,16/02/2021,complete,730978,WOFGUL59C24CC565C8B,2,67.9,67.9,0,67.9,Women's Fashion,cod,Net,85341,2021,Feb-21,Prof.,M,34,06/01/2014,Shelby,Memphis,TN,38105,South,0
100445604,16/02/2021,complete,730979,WOFGUL59C24CF10AAE1,2,72,72,0,72,Women's Fashion,cod,Net,85341,2021,Feb-21,Prof.,M,34,06/01/2014,Shelby,Memphis,TN,38105,South,0
100445604,16/02/2021,complete,730980,WOFGUL59BAAAB01D228,2,90.9,90.9,0,90.9,Women's Fashion,cod,Net,85341,2021,Feb-21,Prof.,M,34,06/01/2014,Shelby,Memphis,TN,38105,South,0
100445605,16/02/2021,complete,730981,WOFICO59E9C3C87492E,2,79.9,79.9,0,79.9,Women's Fashion,cod,Net,85342,2021,Feb-21,Prof.,M,42,10/13/2013,Holmes,Pickens,MS,39146,South,0
100445608,16/02/2021,order_refunded,730984,MEFMAR5A491BC02FBF7-M,2,89.9,89.9,0,89.9,Men's Fashion,cod,Valid,85343,2021,Feb-21,Mr.,M,49,12/19/2010,Jackson,Kansas City,MO,64146,Midwest,0
100445610,16/02/2021,complete,730987,MEFBIS5A06C28DD4F8F,2,99.9,99.9,0,99.9,Men's Fashion,cod,Net,85344,2021,Feb-21,Drs.,F,50,07/05/1993,Champaign,Rosewood,OH,43070,Midwest,0
100445611,16/02/2021,canceled,730988,MATINF5A0ADCBFAC096,2,1894.6,1894.6,0,1894.6,Mobiles & Tablets,Payaxis,Gross,85345,2021,Feb-21,Mr.,M,67,7/18/2011,Madison,Pratts,VA,22731,South,0
100445613,16/02/2021,canceled,730990,MATHUA5A4625234D6B3,2,2999.9,2999.9,0,2999.9,Mobiles & Tablets,Easypay,Gross,85346,2021,Feb-21,Mr.,M,61,11/11/2015,Hudson,Jersey City,NJ,7308,Northeast,0
100445614,16/02/2021,complete,730991,COMWOR5A1FB2A823177,2,128,128,0,128,Computing,cod,Net,28508,2021,Feb-21,Mr.,M,27,1/31/2016,Sonoma,Valley Ford,CA,94972,West,0
100445615,16/02/2021,complete,730992,WOFDEA5A44C01374512,2,59.9,59.9,0,59.9,Women's Fashion,cod,Net,85347,2021,Feb-21,Ms.,F,61,2/24/2015,Dutchess,Pawling,NY,12564,Northeast,0
100445616,16/02/2021,complete,730993,MATINF5A0ADCBFAC096,2,1894.6,1894.6,0,1894.6,Mobiles & Tablets,cod,Net,85348,2021,Feb-21,Hon.,M,42,8/16/2013,Pender,Currie,NC,28435,South,0
100445619,16/02/2021,canceled,730998,HALDYN5A0029AE96EDB,2,33,33,0,33,Home & Living,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445619,16/02/2021,canceled,730999,HALSHA59EDF30011A23,2,33.4,33.4,0,33.4,Home & Living,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445619,16/02/2021,canceled,731000,HALSHO59F83725F3597,2,59.8,59.8,0,59.8,Home & Living,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445619,16/02/2021,canceled,731001,KABZIQ59AC833DDE650,2,109.9,109.9,0,109.9,Kids & Baby,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445619,16/02/2021,canceled,731002,KABSTI5A044B6EB3CDF,2,61.3,61.3,0,61.3,Kids & Baby,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445762,17/02/2021,canceled,731271,HALDYN5A0029AD3B5BB,2,33,33,0,33,Home & Living,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445762,17/02/2021,canceled,731272,KABSTI5A044B6EB3CDF,2,61.3,61.3,0,61.3,Kids & Baby,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445832,18/02/2021,canceled,731393,KABSTI5A044B6EB3CDF,2,61.3,61.3,0,61.3,Kids & Baby,easypay_voucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445860,18/02/2021,canceled,731449,HALDYN5A0029AD3B5BB,2,33,33,0,33,Home & Living,Easypay_MA,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445860,18/02/2021,canceled,731450,KABSTI5A044B6EB3CDF,2,61.3,61.3,0,61.3,Kids & Baby,Easypay_MA,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445863,18/02/2021,canceled,731453,HALDYN5A0029AD3B5BB,2,33,33,0,33,Home & Living,Easypay_MA,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445863,18/02/2021,canceled,731454,KABSTI5A044B6EB3CDF,2,61.3,61.3,0,61.3,Kids & Baby,Easypay_MA,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445864,18/02/2021,refund,731455,HALDYN5A0029AD3B5BB,2,33,33,0,33,Home & Living,easypay_voucher,Valid,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445864,18/02/2021,refund,731456,KABSTI5A044B6EB3CDF,2,61.3,61.3,0,61.3,Kids & Baby,easypay_voucher,Valid,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100446563,21/02/2021,canceled,732694,KABZIQ59AC833DDE650,2,109.9,109.9,0,109.9,Kids & Baby,jazzvoucher,Gross,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100446701,22/02/2021,order_refunded,732951,KABZIQ59AC833DDE650,2,109.9,109.9,0,109.9,Kids & Baby,jazzvoucher,Valid,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100447593,27/02/2021,order_refunded,734423,HALEMA59AC666D712EB,2,24.9,24.9,0,24.9,Home & Living,cod,Valid,85349,2021,Feb-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100449299,04/03/2021,order_refunded,737631,KABZIQ59AC833DDE650,5,109.9,439.6,200,239.6,Kids & Baby,customercredit,Valid,85349,2021,Mar-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,45.49590537
100449304,04/03/2021,order_refunded,737650,KABPLA5A3A069C296F7,3,79.9,159.8,40,119.8,Kids & Baby,cod,Valid,85349,2021,Mar-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,25.03128911
100449606,05/03/2021,order_refunded,738104,HALSHO59F83725F3597,2,59.8,59.8,0,59.8,Home & Living,cod,Valid,85349,2021,Mar-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100450247,08/03/2021,complete,739105,HALSHO59F83725F3597,1,59.8,0,0,0,Home & Living,cod,Net,85349,2021,Mar-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0.16722408
100450631,11/03/2021,order_refunded,739748,KABSTI5A044B6EB3CDF,2,61.3,61.3,0,61.3,Kids & Baby,cod,Valid,85349,2021,Mar-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100450643,11/03/2021,complete,739763,HALTOP5A6FF6D4EF4B4,2,49,49,0,49,Home & Living,cod,Net,85349,2021,Mar-21,Mr.,M,21,3/19/2005,Marengo,Demopolis,AL,36732,South,0
100445621,16/02/2021,canceled,731005,COMSEA5A09949E2F97C,2,589.5,589.5,0,589.5,Computing,Easypay,Gross,85350,2021,Feb-21,Mrs.,F,34,09/03/1992,Clarendon,Summerton,SC,29148,South,0
100473665,09/04/2021,canceled,775667,ENTECO5A8E6736B6159,1,3468.8,0,0,0,Entertainment,Payaxis,Gross,85350,2021,Apr-21,Mrs.,F,34,09/03/1992,Clarendon,Summerton,SC,29148,South,7.062961255
100473670,09/04/2021,canceled,775673,ENTECO5A8E6736B6159,1,3468.8,0,0,0,Entertainment,Payaxis,Gross,85350,2021,Apr-21,Mrs.,F,34,09/03/1992,Clarendon,Summerton,SC,29148,South,7.062961255
100473674,09/04/2021,complete,775678,ENTECO5A8E6736B6159,1,3468.8,0,0,0,Entertainment,Payaxis,Net,85350,2021,Apr-21,Mrs.,F,34,09/03/1992,Clarendon,Summerton,SC,29148,South,9.945802583
100445625,16/02/2021,order_refunded,731010,WOFIMP5A069BB0AE1E8-L,2,249.9,249.9,0,249.9,Women's Fashion,cod,Valid,85351,2021,Feb-21,Mrs.,F,39,5/14/2008,Polk,Des Moines,IA,50360,Midwest,0
100445627,16/02/2021,complete,731015,WOFGUL59E490810883F,3,72,144,0,144,Women's Fashion,cod,Net,57340,2021,Feb-21,Prof.,M,22,04/02/2017,Van Wert,Van Wert,OH,45891,Midwest,0
100445631,16/02/2021,complete,731019,WOFALK59ACE203AA8CB,2,240,240,0,240,Women's Fashion,cod,Net,85352,2021,Feb-21,Mr.,M,52,10/10/1996,Columbia,Starbuck,WA,99359,West,0
100522264,09/06/2021,canceled,839873,WOFALK5ACF2DDAC2968,2,570,570,0,570,Women's Fashion,cod,Gross,85352,2021,Jun-21,Mr.,M,52,10/10/1996,Columbia,Starbuck,WA,99359,West,0
100445632,16/02/2021,order_refunded,731020,COMHP59AD3396E9230,2,4850,4850,0,4850,Computing,cod,Valid,85353,2021,Feb-21,Mr.,M,51,9/29/1999,Yukon-Koyukuk (CA),Venetie,AK,99781,West,0
100445633,16/02/2021,complete,731021,BAGFAS5A0D76E9101F7,2,77.8,77.8,0,77.8,Beauty & Grooming,cod,Net,85354,2021,Feb-21,Mr.,M,38,10/01/2008,Mackinac,Naubinway,MI,49762,Midwest,0
100445641,16/02/2021,complete,731030,WOFGUL59AD7CFE28D93,3,454.3,908.6,0,908.6,Women's Fashion,cod,Net,85355,2021,Feb-21,Mr.,M,71,12/09/2016,Lincoln,Lincoln,KS,67455,Midwest,0
100445643,16/02/2021,complete,731032,WOFGUL59ACF707A331A,2,423.5,423.5,0,423.5,Women's Fashion,cod,Net,85355,2021,Feb-21,Mr.,M,71,12/09/2016,Lincoln,Lincoln,KS,67455,Midwest,0
100446323,20/02/2021,canceled,732263,WOFGUL59ACF707A331A,2,423.5,423.5,0,423.5,Women's Fashion,cod,Gross,85355,2021,Feb-21,Mr.,M,71,12/09/2016,Lincoln,Lincoln,KS,67455,Midwest,0
100445642,16/02/2021,complete,731031,MATROM59DCD0CA7B341,2,146.6,146.6,0,146.6,Mobiles & Tablets,cod,Net,85356,2021,Feb-21,Mr.,M,59,4/13/1998,St. Louis,Saint Louis,MO,63117,Midwest,0
100445644,17/02/2021,complete,731033,APPWES59D4929D2DF84,2,181.4,181.4,0,181.4,Appliances,cod,Net,85357,2021,Feb-21,Mr.,M,48,12/26/2006,Lake,Griffith,IN,46319,Midwest,0
100445645,17/02/2021,complete,731034,BAGNAB59BB02AE76B65,2,490,490,0,490,Beauty & Grooming,cod,Net,85358,2021,Feb-21,Mr.,M,72,1/29/1992,Tuscarawas,Baltic,OH,43804,Midwest,0
100545485,29/07/2021,order_refunded,876875,BAGNAB59BA2F1C714D7,2,550,550,0,550,Beauty & Grooming,cod,Valid,85358,2021,Jul-21,Mr.,M,72,1/29/1992,Tuscarawas,Baltic,OH,43804,Midwest,0
100445647,17/02/2021,complete,731036,MATTEL5A462528E403F,2,499.9,499.9,0,499.9,Mobiles & Tablets,Easypay,Net,85359,2021,Feb-21,Ms.,F,59,02/05/2007,Tinley Park,Tinley Park,IL,60483,Midwest,0
100445648,17/02/2021,order_refunded,731037,MATHRT5A3A12B168A59,2,177.5,177.5,0,177.5,Mobiles & Tablets,cod,Valid,85360,2021,Feb-21,Ms.,F,41,03/05/2011,Clay,Barnesville,MN,56514,Midwest,0
100447004,24/02/2021,canceled,733470,APPWES59D48FA3A52B2,2,200.9,200.9,0,200.9,Appliances,cod,Gross,85360,2021,Feb-21,Ms.,F,41,03/05/2011,Clay,Barnesville,MN,56514,Midwest,0
100447012,24/02/2021,complete,733482,APPWES59D48FA3A52B2,2,200.9,200.9,0,200.9,Appliances,cod,Net,85360,2021,Feb-21,Ms.,F,41,03/05/2011,Clay,Barnesville,MN,56514,Midwest,0
100547564,05/08/2021,canceled,880279,MATSAM5A955816131E3,2,99.9,99.9,0,99.9,Mobiles & Tablets,cod,Gross,85360,2021,Aug-21,Ms.,F,41,03/05/2011,Clay,Barnesville,MN,56514,Midwest,0
100551122,18/08/2021,order_refunded,886126,MATSAM5A955816131E3,2,99.9,99.9,0,99.9,Mobiles & Tablets,cod,Valid,85360,2021,Aug-21,Ms.,F,41,03/05/2011,Clay,Barnesville,MN,56514,Midwest,0
100445650,17/02/2021,canceled,731039,BAGSAE5A002EFB9D798,3,31.5,63,0,63,Beauty & Grooming,Easypay,Gross,85361,2021,Feb-21,Dr.,M,49,02/07/2012,Grant,Williamstown,KY,41097,South,0
100445719,17/02/2021,complete,731187,BAGSAE5A002EFB9D798,3,31.5,63,0,63,Beauty & Grooming,Easypay,Net,85361,2021,Feb-21,Dr.,M,49,02/07/2012,Grant,Williamstown,KY,41097,South,0
100445655,17/02/2021,complete,731051,APPNAT5A58538564FD7,2,125,125,0,125,Appliances,cod,Net,85362,2021,Feb-21,Prof.,M,49,07/09/2004,Norfolk,Millis,MA,2054,Northeast,0
100445656,17/02/2021,received,731052,WOFDEA59F1ED66017E1,2,89.9,89.9,0,89.9,Women's Fashion,cod,Valid,43697,2021,Feb-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100445656,17/02/2021,received,731053,WOFORI5A4236DB61662,2,130,130,0,130,Women's Fashion,cod,Valid,43697,2021,Feb-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100445656,17/02/2021,received,731054,WOFGUL59C24CD204D8D,2,72,72,0,72,Women's Fashion,cod,Valid,43697,2021,Feb-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100445656,17/02/2021,received,731055,WOFORI5A12AD6FA2E24-L,2,119.4,119.4,0,119.4,Women's Fashion,cod,Valid,43697,2021,Feb-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769373,WOFLAL5A8ED035E274F,2,69,69,0,69,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769374,WOFLAL5A8ED0382FE04,2,69,69,0,69,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769375,WOFLAL5A8ED02955204,2,69,69,0,69,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769376,WOFLAL5A8ED037C437B,3,69,138,0,138,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769377,WOFLAL5A8ED0365176D,2,69,69,0,69,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769378,WOFLAL5A8ED023071D4,2,69,69,0,69,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769379,WOFLAL5A8ED02081D68,2,69,69,0,69,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100469536,03/04/2021,received,769380,WOFLAL5A8ED02AE19A8,2,69,69,0,69,Women's Fashion,cod,Valid,43697,2021,Apr-21,Hon.,F,52,12/23/2013,Bristol,Fall River,MA,2723,Northeast,0
100445657,17/02/2021,order_refunded,731057,WOFALK5A12AD1F93AFB,2,180,180,0,180,Women's Fashion,cod,Valid,85363,2021,Feb-21,Mrs.,F,75,07/12/2014,Vernon,Stoddard,WI,54658,Midwest,0
100445658,17/02/2021,canceled,731058,HALSHO59F8693436A53,3,19.4,38.8,0,38.8,Home & Living,Easypay,Gross,28768,2021,Feb-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100445658,17/02/2021,canceled,731059,HALSHO59F867778CFE7,2,59.5,59.5,0,59.5,Home & Living,Easypay,Gross,28768,2021,Feb-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100445658,17/02/2021,canceled,731060,HALSHO59F8669F78A2D,2,13.9,13.9,0,13.9,Home & Living,Easypay,Gross,28768,2021,Feb-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100445661,17/02/2021,complete,731063,HALSHO59F8669F78A2D,2,13.9,13.9,0,13.9,Home & Living,cod,Net,28768,2021,Feb-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100445661,17/02/2021,complete,731064,HALSHO59F8693436A53,2,19.4,19.4,0,19.4,Home & Living,cod,Net,28768,2021,Feb-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100445661,17/02/2021,complete,731065,HALSHO59F867778CFE7,2,59.5,59.5,0,59.5,Home & Living,cod,Net,28768,2021,Feb-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100445661,17/02/2021,complete,731066,BAGANG5A5862EF08364,2,99.9,99.9,0,99.9,Beauty & Grooming,cod,Net,28768,2021,Feb-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100449913,06/03/2021,received,738518,HASTRE59AD36E52B3F0,2,89.4,89.4,0,89.4,Health & Sports,cod,Valid,28768,2021,Mar-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100449913,06/03/2021,received,738519,BAGTOP5A6FF693BC288,2,39,39,0,39,Beauty & Grooming,cod,Valid,28768,2021,Mar-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100449913,06/03/2021,received,738520,BAGVOO5A534BA6C2996,2,55,55,0,55,Beauty & Grooming,cod,Valid,28768,2021,Mar-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100450645,11/03/2021,order_refunded,739766,BAGANG5A5862A1751BA,2,77.5,77.5,0,77.5,Beauty & Grooming,cod,Valid,28768,2021,Mar-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100452175,17/03/2021,complete,743355,BAGANG5A5862A1751BA,6,77.5,387.5,200,187.5,Beauty & Grooming,cod,Net,28768,2021,Mar-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,51.61290323
100452175,17/03/2021,complete,743356,WOFDEA59F1EEAC4964B-34,6,69.9,349.5,200,149.5,Women's Fashion,cod,Net,28768,2021,Mar-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,57.22460658
100509624,06/05/2021,received,819250,BAGVCO5A83C3F049B90,2,99.9,99.9,0,99.9,Beauty & Grooming,cod,Valid,28768,2021,May-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100509624,06/05/2021,received,819251,AME5A697F616C818,2,24.15,24.15,0,24.15,Superstore,cod,Valid,28768,2021,May-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100510367,09/05/2021,order_refunded,820558,BAGFAS5A534B9EB9A88,2,165,165,0,165,Beauty & Grooming,cod,Valid,28768,2021,May-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100510367,09/05/2021,order_refunded,820559,WOFCHA5A7DA1BA17FFC-34,2,60.5,60.5,0,60.5,Women's Fashion,cod,Valid,28768,2021,May-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
100510438,09/05/2021,refund,820675,BAGFAS5A534B9EB9A88,2,165,165,0,165,Beauty & Grooming,cod,Valid,28768,2021,May-21,Mr.,M,25,05/08/2017,Jackson,Pomona,IL,62975,Midwest,0
